date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:41:40	77160/77160	---M--	200	added ('OK')	font/woff2	date:Thu,%2022%20Dec%202016%2020:50:34%20GMT	https://www.rajibweb.com/html/homy/fonts/fontawesome-webfont.woff2?v=4.7.0	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/fonts/fontawesome-webfont3e6e.woff2	(from https://www.rajibweb.com/html/homy/css/font-awesome.min.css)
12:41:41	98024/98024	---M--	200	added ('OK')	font/woff	date:Thu,%2022%20Dec%202016%2020:50:34%20GMT	https://www.rajibweb.com/html/homy/fonts/fontawesome-webfont.woff?v=4.7.0	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/fonts/fontawesome-webfont3e6e.woff	(from https://www.rajibweb.com/html/homy/css/font-awesome.min.css)
12:41:41	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:41:10%20GMT	https://www.rajibweb.com/html/homy/images/brand/1.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/brand/1.jpg	(from https://www.rajibweb.com/html/homy/index-six.html)
12:41:41	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:41:10%20GMT	https://www.rajibweb.com/html/homy/images/blog/2.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/blog/2.jpg	(from https://www.rajibweb.com/html/homy/index-six.html)
12:41:41	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:41:10%20GMT	https://www.rajibweb.com/html/homy/images/blog/3.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/blog/3.jpg	(from https://www.rajibweb.com/html/homy/index-six.html)
12:41:43	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:41:12%20GMT	https://www.rajibweb.com/html/homy/images/brand/2.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/brand/2.jpg	(from https://www.rajibweb.com/html/homy/index-six.html)
12:41:43	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:41:12%20GMT	https://www.rajibweb.com/html/homy/images/brand/5.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/brand/5.jpg	(from https://www.rajibweb.com/html/homy/index-six.html)
12:41:43	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:41:12%20GMT	https://www.rajibweb.com/html/homy/images/gallery/1.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/gallery/1.jpg	(from https://www.rajibweb.com/html/homy/index-six.html)
12:41:44	165548/165548	---M--	200	added ('OK')	font/ttf	date:Thu,%2022%20Dec%202016%2020:50:34%20GMT	https://www.rajibweb.com/html/homy/fonts/fontawesome-webfont.ttf?v=4.7.0	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/fonts/fontawesome-webfont3e6e.ttf	(from https://www.rajibweb.com/html/homy/css/font-awesome.min.css)
12:41:44	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Jan%202023%2011:41:13%20GMT	https://www.rajibweb.com/html/homy/fonts/fontawesome-webfont.svg?v=4.7.0	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/fonts/fontawesome-webfont3e6e.svg	(from https://www.rajibweb.com/html/homy/css/font-awesome.min.css)
12:42:00	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:41:14%20GMT	https://www.rajibweb.com/html/homy/images/gallery/3.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/gallery/3.jpg	(from https://www.rajibweb.com/html/homy/index-six.html)
12:42:00	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:41:14%20GMT	https://www.rajibweb.com/html/homy/images/gallery/4.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/gallery/4.jpg	(from https://www.rajibweb.com/html/homy/index-six.html)
12:42:00	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:41:14%20GMT	https://www.rajibweb.com/html/homy/images/gallery/2.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/gallery/2.jpg	(from https://www.rajibweb.com/html/homy/index-six.html)
12:42:00	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:41:14%20GMT	https://www.rajibweb.com/html/homy/images/gallery/5.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/gallery/5.jpg	(from https://www.rajibweb.com/html/homy/index-six.html)
12:42:17	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:41:31%20GMT	https://www.rajibweb.com/html/homy/images/gallery/7.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/gallery/7.jpg	(from https://www.rajibweb.com/html/homy/index-six.html)
12:42:17	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:41:31%20GMT	https://www.rajibweb.com/html/homy/images/gallery/6.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/gallery/6.jpg	(from https://www.rajibweb.com/html/homy/index-six.html)
12:42:17	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:41:31%20GMT	https://www.rajibweb.com/html/homy/images/gallery/8.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/gallery/8.jpg	(from https://www.rajibweb.com/html/homy/index-six.html)
12:42:17	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:41:31%20GMT	https://www.rajibweb.com/html/homy/images/gallery/9.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/gallery/9.jpg	(from https://www.rajibweb.com/html/homy/index-six.html)
12:42:26	1018784/1018784	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2007%20Feb%202017%2018:28:10%20GMT	https://www.rajibweb.com/html/homy/fonts/icofont.eot?v=1.0.0-beta	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/fonts/icofont7858.eot	(from https://www.rajibweb.com/html/homy/css/icofont.css)
12:42:27	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:41:48%20GMT	https://www.rajibweb.com/html/homy/js/jquery.min.js	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/js/jquery.min.js	(from https://www.rajibweb.com/html/homy/index-six.html)
12:42:27	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:41:48%20GMT	https://www.rajibweb.com/html/homy/js/jquery-ui.js	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/js/jquery-ui.js	(from https://www.rajibweb.com/html/homy/index-six.html)
12:42:27	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:41:48%20GMT	https://www.rajibweb.com/html/homy/js/jquery-scrolltofixed-min.js	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/js/jquery-scrolltofixed-min.js	(from https://www.rajibweb.com/html/homy/index-six.html)
12:42:28	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:41:57%20GMT	https://www.rajibweb.com/html/homy/js/morphext.min.js	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/js/morphext.min.js	(from https://www.rajibweb.com/html/homy/index-six.html)
12:42:29	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:41:58%20GMT	https://www.rajibweb.com/html/homy/images/title.png	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/title.png	(from https://www.rajibweb.com/html/homy/sign-in-up.html)
12:42:29	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:41:58%20GMT	https://www.rajibweb.com/html/homy/images/slider/2.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/slider/2.jpg	(from https://www.rajibweb.com/html/homy/index-one.html)
12:42:39	629908/629908	---M--	200	added ('OK')	font/woff	date:Tue,%2007%20Feb%202017%2018:28:12%20GMT	https://www.rajibweb.com/html/homy/fonts/icofont.woff?v=1.0.0-beta	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/fonts/icofont7858.woff	(from https://www.rajibweb.com/html/homy/css/icofont.css)
12:42:40	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:05%20GMT	https://www.rajibweb.com/html/homy/images/slider/3.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/slider/3.jpg	(from https://www.rajibweb.com/html/homy/index-one.html)
12:42:40	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:07%20GMT	https://www.rajibweb.com/html/homy/images/slider/1.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/slider/1.jpg	(from https://www.rajibweb.com/html/homy/index-one.html)
12:42:40	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Jan%202023%2011:42:10%20GMT	https://www.rajibweb.com/html/homy/fonts/icofont.svg?v=1.0.0-beta	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/fonts/icofont.937858.delayed	(from https://www.rajibweb.com/html/homy/css/icofont.css)
12:42:45	1018620/1018620	---M--	200	added ('OK')	font/ttf	date:Tue,%2007%20Feb%202017%2018:28:12%20GMT	https://www.rajibweb.com/html/homy/fonts/icofont.ttf?v=1.0.0-beta	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/fonts/icofont7858.ttf	(from https://www.rajibweb.com/html/homy/css/icofont.css)
12:42:56	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:10%20GMT	https://www.rajibweb.com/html/homy/images/slider/4.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/slider/4.jpg	(from https://www.rajibweb.com/html/homy/index-one.html)
12:42:56	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:10%20GMT	https://www.rajibweb.com/html/homy/images/slider/5.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/slider/5.jpg	(from https://www.rajibweb.com/html/homy/index-one.html)
12:42:57	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:11%20GMT	https://www.rajibweb.com/html/homy/images/about/1.png	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/about/1.png	(from https://www.rajibweb.com/html/homy/index-one.html)
12:43:02	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:16%20GMT	https://www.rajibweb.com/html/homy/images/about/2.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/about/2.jpg	(from https://www.rajibweb.com/html/homy/index-three.html)
12:43:03	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:27%20GMT	https://www.rajibweb.com/html/homy/images/meeting.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/meeting.jpg	(from https://www.rajibweb.com/html/homy/about.html)
12:43:03	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:27%20GMT	https://www.rajibweb.com/html/homy/images/property/7.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/property/7.jpg	(from https://www.rajibweb.com/html/homy/properties-col-3.html)
12:43:03	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:30%20GMT	https://www.rajibweb.com/html/homy/images/property/8.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/property/8.jpg	(from https://www.rajibweb.com/html/homy/properties-col-3.html)
12:43:04	2082/2082	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2007%20Sep%202016%2008:22:20%20GMT	https://www.rajibweb.com/html/homy/fonts/flexslider-icon.eot	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/fonts/flexslider-icon.eot	(from https://www.rajibweb.com/html/homy/css/flexslider.css)
12:43:05	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:34%20GMT	https://www.rajibweb.com/html/homy/images/property/9.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/property/9.jpg	(from https://www.rajibweb.com/html/homy/properties-col-3.html)
12:43:05	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:34%20GMT	https://www.rajibweb.com/html/homy/images/blog/s1.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/blog/s1.jpg	(from https://www.rajibweb.com/html/homy/properties-right-sidebar.html)
12:43:05	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:34%20GMT	https://www.rajibweb.com/html/homy/images/slider/slider-2.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/slider/slider-2.jpg	(from https://www.rajibweb.com/html/homy/properties-details.html)
12:43:05	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:34%20GMT	https://www.rajibweb.com/html/homy/images/slider/slider-1.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/slider/slider-1.jpg	(from https://www.rajibweb.com/html/homy/properties-details.html)
12:43:06	2082/2082	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2007%20Sep%202016%2008:22:20%20GMT	https://www.rajibweb.com/html/homy/fonts/flexslider-icon.eot?	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/fonts/flexslider-icond41d.eot	(from https://www.rajibweb.com/html/homy/css/flexslider.css)
12:43:07	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:36%20GMT	https://www.rajibweb.com/html/homy/images/slider/slider-4.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/slider/slider-4.jpg	(from https://www.rajibweb.com/html/homy/properties-details.html)
12:43:07	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:36%20GMT	https://www.rajibweb.com/html/homy/images/slider/slider-3.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/slider/slider-3.jpg	(from https://www.rajibweb.com/html/homy/properties-details.html)
12:43:07	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:36%20GMT	https://www.rajibweb.com/html/homy/images/comment/1.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/comment/1.jpg	(from https://www.rajibweb.com/html/homy/properties-details.html)
12:43:07	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:36%20GMT	https://www.rajibweb.com/html/homy/images/property/preview.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/property/preview.jpg	(from https://www.rajibweb.com/html/homy/properties-details.html)
12:43:08	1268/1268	---M--	200	added ('OK')	font/woff	date:Wed,%2007%20Sep%202016%2008:22:20%20GMT	https://www.rajibweb.com/html/homy/fonts/flexslider-icon.woff	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/fonts/flexslider-icon.woff	(from https://www.rajibweb.com/html/homy/css/flexslider.css)
12:43:09	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:38%20GMT	https://www.rajibweb.com/html/homy/images/blog/6.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/blog/6.jpg	(from https://www.rajibweb.com/html/homy/blog-gird.html)
12:43:09	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:38%20GMT	https://www.rajibweb.com/html/homy/images/blog/4.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/blog/4.jpg	(from https://www.rajibweb.com/html/homy/blog-gird.html)
12:43:09	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:38%20GMT	https://www.rajibweb.com/html/homy/images/blog/5.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/blog/5.jpg	(from https://www.rajibweb.com/html/homy/blog-gird.html)
12:43:10	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:38%20GMT	https://www.rajibweb.com/html/homy/images/blog/7.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/blog/7.jpg	(from https://www.rajibweb.com/html/homy/blog-gird.html)
12:43:10	1892/1892	---M--	200	added ('OK')	font/ttf	date:Wed,%2007%20Sep%202016%2008:22:20%20GMT	https://www.rajibweb.com/html/homy/fonts/flexslider-icon.ttf	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/fonts/flexslider-icon.ttf	(from https://www.rajibweb.com/html/homy/css/flexslider.css)
12:43:11	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:40%20GMT	https://www.rajibweb.com/html/homy/images/blog/big.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/blog/big.jpg	(from https://www.rajibweb.com/html/homy/blog-details.html)
12:43:11	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:40%20GMT	https://www.rajibweb.com/html/homy/images/blog/9.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/blog/9.jpg	(from https://www.rajibweb.com/html/homy/blog-gird.html)
12:43:11	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:40%20GMT	https://www.rajibweb.com/html/homy/images/blog/8.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/blog/8.jpg	(from https://www.rajibweb.com/html/homy/blog-gird.html)
12:43:11	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:40%20GMT	https://www.rajibweb.com/html/homy/images/service.jpg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/service.jpg	(from https://www.rajibweb.com/html/homy/service.html)
12:43:12	2334/2334	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2007%20Sep%202016%2008:22:20%20GMT	https://www.rajibweb.com/html/homy/fonts/flexslider-icon.svg	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/fonts/flexslider-icon.svg	(from https://www.rajibweb.com/html/homy/css/flexslider.css)
12:43:28	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:42%20GMT	https://www.rajibweb.com/html/homy/images/faq.png	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/images/faq.png	(from https://www.rajibweb.com/html/homy/faq.html)
12:43:28	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:42%20GMT	https://www.rajibweb.com/html/homy/js/google-map.js	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/js/google-map.js	(from https://www.rajibweb.com/html/homy/contact.html)
12:43:28	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:42%20GMT	https://www.rajibweb.com/html/homy/fonts/fontawesome-webfont.eot?v=4.7.0	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/fonts/fontawesome-webfont3e6e.eot	(from https://www.rajibweb.com/html/homy/css/font-awesome.min.css)
12:43:28	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:42%20GMT	https://www.rajibweb.com/html/homy/fonts/fontawesome-webfont.eot?	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/fonts/fontawesome-webfontd41d.eot	(from https://www.rajibweb.com/html/homy/css/font-awesome.min.css)
12:43:45	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:59%20GMT	https://www.rajibweb.com/html/homy/fonts/fontawesome-webfont.woff2?v=4.7.0	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/fonts/fontawesome-webfont3e6e.woff2	(from https://www.rajibweb.com/html/homy/css/font-awesome.min.css)
12:43:45	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:59%20GMT	https://www.rajibweb.com/html/homy/fonts/fontawesome-webfont.woff?v=4.7.0	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/fonts/fontawesome-webfont3e6e.woff	(from https://www.rajibweb.com/html/homy/css/font-awesome.min.css)
12:43:45	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:59%20GMT	https://www.rajibweb.com/html/homy/fonts/fontawesome-webfont.ttf?v=4.7.0	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/fonts/fontawesome-webfont3e6e.ttf	(from https://www.rajibweb.com/html/homy/css/font-awesome.min.css)
12:43:45	776/776	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Thu,%2019%20Jan%202023%2011:42:59%20GMT	https://www.rajibweb.com/html/homy/fonts/icofont.eot?v=1.0.0-beta	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/fonts/icofont7858.eot	(from https://www.rajibweb.com/html/homy/css/icofont.css)
12:43:47	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2019%20Jan%202023%2011:43:16%20GMT	https://www.rajibweb.com/html/homy/css/owl.video.play.png	/Users/mac/websites/rockview/www.rajibweb.com/html/homy/css/owl.video.play.99.delayed	(from https://www.rajibweb.com/html/homy/css/owl.carousel.min.css)
